question,answer,book,chapter,paragraph
"What food can I consume to increase my semen amount and also reduce vata, according to Ayurveda?","Meat of cataka increases kapha, is unctuous, mitigates vata and best to increase semen",Ashtanga Hridaya,6,174
"Can consuming gomamsa flesh of cow, bull, bullock help with dry cough, exhaustion, excess hunger, intermittent fevers, chronic nasal catarrh, emaciation, and diseases caused by an increase in vata?","Gomamsa flesh of cow, bull, bullock cures dry cough, exhaustion, excess hunger, intermittentfevers, chronic nasal catarrh, emaciation, and diseases caused by increase of vata independently.65.",Ashtanga Hridaya,6,187
What are the effects of Vidari on my health as it relates to treatment?,"Vidari mitigates vata and pitta, is diuretic, sweet in taste, and cold in potency, prolongs life bygiving strength, makes the body stout, good for the throat, hard to digest, aphrodisiac andrejuvenator.",Ashtanga Hridaya,6,238
"What foods increase kapha and vata doshas and might cause difficulties in bowel movements, delayed digestion, and excessive tissue secretion?","Kusmaa ash gourd, Tumba alabu, Kalinga, karkaru, evaru, tindisa, trapusa, cinaka,cirbhataall cause increase of kapha and vata, breaks the hard faeces, stays long withoutdigestion inside the stomach, causes more secretion in the tissues, sweet in taste and at the end ofdigestion and not easily digestible",Ashtanga Hridaya,6,241
"What are the effects of Tumba alabu and the mentioned fruits kalinga, ervaru, and cirbhita on my body according to Ayurveda?","Tumba alabu is very dry causes dryness, absorbentkalinga, ervaru and cirbhita when tender mitigate pitta and are cold in potency, but when ripe areopposite in qualities, these which are overripe and separated from its attachment, will be alkalinein taste, increase pitta, mitigate kapha, and vata, improves taste and appetite, good for the heart,cures enlargement of the prostate, distention of abdomen and easily digestible",Ashtanga Hridaya,6,246
"What are some foods that can help eliminate urine and faeces, are slightly dry, sweet, salty, increase vata and kapha, and are not easily digestible?","Kalamba, Nalika kapotacarana, marsa, kutinjara, kutumbaka, cilli vastuka, latvaka, lonika,karutaka, gavadhuka, jivanta, jhun jhu, edagaja, yavasaka yavanisaka, suvarchala and aluka ofdifferent kinds, leaves of legumes used for soup and of laksmana are all sweet, slightly dry, salty,increases vata and kapha, not easily digestible, cold in potency, help elimination of urine andfaeces, stay long in the stomach for digestion if cooked in steam, juice taken out and mixed withoils, they will not cause much aggravation of the dosas 9395",Ashtanga Hridaya,6,252
"I have some health issues like artificial poisoning, dropsy, Kapha, and Vata. Are there any treatments that involve slightly alkaline, pungent and bitter substances that can help improve my digestion and break down hard faeces?","The two kinds ofvarsabhu and kalasaka are slightly alkaline, pungent and bitter, improve digestion, break the hardfaeces and cure artificial poisoning, dropsy, kapha and vata",Ashtanga Hridaya,6,256
What conditions might I experience if I consume Vamsakarira tender shoots of bamboo?,"Vamsakarira tender shoots of bamboo causes dryness inside, heartburn and increase of vataand pitta",Ashtanga Hridaya,6,262
"What traditional Ayurvedic remedy is used to treat enlargement of the spleen, hemorrhoids, and help with digestion issues while also reducing excess kapha and vata?","Pattura kindles digestion, is bitter, cures enlargement of spleen, haemorrhoids and mitigateskapha and vata",Ashtanga Hridaya,6,264
"I have a disease possibly caused by worms, Im also suffering from a chronic cough and feel my kapha has increased. Can Kasamarda help me with these symptoms and improve my bowel movement?","Kasamarda cures disease caused by worms, cough and increase of kapha and moves the bowels.",Ashtanga Hridaya,6,266
"What are the properties of Kousumbha, and how does it affect my body?","Kousumbha is dry, hot in potency, sour, hard to digest increase pitta and makes the bowels tomove.",Ashtanga Hridaya,6,268
"Can consuming tender radish that lacks a definite taste, which is slightly alkaline and bitter, help in curing abdominal tumors, cough, respiratory conditions, ulcers, diseases of the eye and throat, hoarseness of voice, bloating, and rhinitis?","Radish that is tender, and not having definite tatste, is slightly alkaline and bitter, balancesDoshas, easy to digest, hot in potency and cures abdominal tumors, cough, respiratory conditions,ulcers, diseases of eye and throat, hoarseness of voice, bloating, and rhinitis",Ashtanga Hridaya,6,274
Why does consuming a bigsized radish cause an increase in all three doshas?,"Radish, big in sizeis hard to digest, pungent in taste and at the end of digestion, not in potency, increases all thethree doshas, hard to digest and is abhishynadi indigestion plus sticky to the gut.When cooked with fats it mitigates vata the dried one causes increase of the dosha",Ashtanga Hridaya,6,274
What is recommended for treating hemorrhoids of kaphaVata origin according to Ayurveda?,"Grinjanaka carrot is best suitable to persons suffering from haemorrhoids of kapha Vataorigin, for fomenting the pile masses and eating it is penetrating, water absorbent and notsuitable to those who have pitta predominance",Ashtanga Hridaya,6,288
"I have been experiencing some respiratory issues like cough and difficulty breathing. Ive also noticed a persistent thirst and intoxication. Are grapes Draksa beneficial for these conditions as they are said to cure diseases of vata, pitta, and rakta?","Draksa grapes is best among fruits, is aphrodisiac, good for the eyes, helps elimination of urineand faeces, sweet in taste and the end of digestion, unctuous, slightly astringent, cold potency, hardto digest, cures diseases of vata, pitta and rakta better taste in the mouth, intoxication, thirst,cough, fever, respiratory conditions, hoarseness, injury to the lungs and chronic respiratorydiseases",Ashtanga Hridaya,6,297
What can cause gas and aggravate my doshas when I consume ripe Bilva phala bael fruit?,"Bilva phala bael fruit when ripe is hard to digest, aggravates the doshas and causes flatusunripe fruit kindles digestion, mitigates vata and kapha both are water absorbant",Ashtanga Hridaya,6,314
Could eating unripe Kapittha fruit affect my throat health and potentially increase the levels of the three doshas?,"Amakapittha unripe Kapittha is bad to the throat, and increases the three doshas",Ashtanga Hridaya,6,316
What is the effect of consuming Jamun fruit on my digestive system and doshas?,"Jambava Jamun fruit is not easily digestible, stays long inside the stomach, cold in potency,causes aggravation of vata especially, absorbs moisture from urine and faeces, bad for throat andmitigates kapha and pitta 127",Ashtanga Hridaya,6,318
What effect does bala amra tender unripe mango have on the doshas according to Ayurveda?,"Bala amra tender unripe mango increases Vata, Rakta blood and pitta when its seed is fullyformed, it increases Kapha and Pitta when it is ripe it is not easily digestible, mitigates vata,increases kapha and semen",Ashtanga Hridaya,6,322
What diseases can Pilu help cure according to Ayurveda?,"Pilu increases pitta, mitigates kapha and vata, is purgative, cures diseases of the spleen,haemorrhoids, worms, abdominal tumors that variety of pilu which has bitter sweet taste is notvery hot in potency and mitigates all three dosas 130.",Ashtanga Hridaya,6,325
What conditions can the fleshy part and tendril of matulunga bigger variety of lemon help alleviate or cure?,"The skin of matulunga bigger variety of lemon fruit is better, pungent and unctous, mitigatesvata its fleshy part makes the body stout, is sweet in taste, mitigates vata and pitta and noteasily digestible its tendril is easily digestible cures cough, asthma, hiccup, alchoholicintoxication dryness of the mouth, disorders of vata and kapha, constipation, vomiting, loss oftaste, abdominal tumor, enlargement of the abdomen, haemorrhoids, colic and dyspepsia 131133",Ashtanga Hridaya,6,326
"question What effects does the outer rind and fleshy part of bhallataka fruit have on my body?, answer Tadasthignisamam medhyam kaphavataharam param","Bhallataka marking nut The outer rind and fleshy part of bhallataka fruit makes the bodystout, sweet in taste, cold in potency its seed is just like fire in properties, increases intelligenceand effectively mitigates kapha and vata",Ashtanga Hridaya,6,327
"What is the effect on doshas when consuming Draksa grapes, Parusaka, and Karamardaka in their green state?","Draksa grapes and parusaka and karamardaka, in their green state are sour, increase pitta andkapha, hard to digest, hot in potency, mitigate vata and laxative",Ashtanga Hridaya,6,335
What conditions does Bida salt help to cure according to Ayurveda?,"Bida salt produces both upward and downward movement of kapha and vata, kindles digestion,cures constipation, flatulence, obstruction, of flatus, colic and heaviness of the abdomen",Ashtanga Hridaya,6,361
"What is the nature of Pamsuttha regarding pH level, dosha aggravation, and ease of digestion?","Pamsuttha is slightly alkaline, aggravates kapha and not easilt digestible.",Ashtanga Hridaya,6,371
"Can Yavakshara Kshara prepared from barley help in treating my abdominal tumors, heart diseases, duodenal disease, anemia, splenic disorders, distension of the abdomen, throat diseases, asthma, haemorrhoids and cough caused by kapha?","Yavakshara Kshara prepared from barley mitigates abdominal tumors, diseases of the heart,duodenal disease, anaemia, splenic disorders, distension of the abdomen, diseases of the throat,asthma, haemorrhoids and cough arising from kapha",Ashtanga Hridaya,6,377
"What effects do ksharas have on my body, particularly regarding their ability to destroy worms, aid digestion, break up hard masses, and vitiate pitta and blood?","All ksharas are veryTeekshna penetrating ushna very hot in potency,krumijit destroy wormsLaghu easily digestiblePitta Asruk dushana vitiate pitta and bloodPaki helps in digestion, causes healing of woundsChedya help break up hard masses,ahrudya not good for the heart, punctures the tissuesbeing pungent and salty in taste are not good to semen, ojas essence of the tissues , hairs andeye vision 151",Ashtanga Hridaya,6,380
"Can asa foetida help with abdominal distension, colic, and improve my appetite and digestion?","Hingu asa foetida mitigates vata, kapha, cues distension of the abdomen and colic, aggravatespitta, pungent in taste and at the end of digestion, enhances taste, hunger, digestion and is easilydigestible",Ashtanga Hridaya,6,382
What health conditions does Haritaki help to treat according to Ayurveda?,"Haritaki is astringent, sweet at the end of digestion, dry causes dryness devoid of lavanapossesses the remaining five tastes easily digestable, kindles hunger, helps digestion, improvesintelligence, best to maintain youth, hot in potency, laxative, bestows long life, strengthens themind and the sense organs, cures leprosy and other skin diseases discolouration, disorders ofvoice, chronic intermittent fevers, diseases of the head, and eyes, anaemia, heart disease,jaundice, disease of the duodenum, consumption, dropsy, diarrhoea, obesity, fainting, vomiting,worms intestinal parasites, dyspnoea, cough, excess salivation, haemorrhoids, disease of thespleen, distention of the abdomen, enlargement of the abdomen, obstruction of channels,abdominal tumors, stiffness of the thing, loss of taste anorexia0 and many other disease arisingfrom aggravation of kapha and vata",Ashtanga Hridaya,6,389
